SPN name,SPN,FMI,source
Charge Port Communication ErrorFault Code 25,400008,0,FRONT_IO_1_ECU
Battery OverheatingFault Code 24,400014,0,FRONT_IO_1_ECU
Battery OverheatingFault Code 24,400014,2,FRONT_IO_1_ECU
Battery OverheatingFault Code 15,519240,5,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 18,519241,5,FRONT_IO_1_ECU
Motor Controller FaultFault Code 24,519242,5,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 31,519243,5,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 15,519244,5,FRONT_IO_1_ECU
Battery OverheatingFault Code 19,519240,6,FRONT_IO_1_ECU
Battery Cooling System ErrorFault Code 27,519241,6,FRONT_IO_1_ECU
Inverter OverloadFault Code 2,519242,6,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 8,519243,6,FRONT_IO_1_ECU
Traction Control System FailureFault Code 15,519244,6,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 10,518279,2,FRONT_IO_1_ECU
Inverter OverloadFault Code 9,2368,7,FRONT_IO_1_ECU
Battery OverheatingFault Code 10,2370,7,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 25,2368,11,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 31,2370,11,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 2,2371,7,FRONT_IO_1_ECU
Motor Controller FaultFault Code 4,2371,19,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 22,2368,13,FRONT_IO_1_ECU
HVAC System FaultFault Code 29,2370,13,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 14,2368,2,FRONT_IO_1_ECU
Motor Controller FaultFault Code 11,2367,7,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 2,2367,2,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 4,2367,12,FRONT_IO_1_ECU
Motor Controller FaultFault Code 26,2368,19,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 7,2368,14,FRONT_IO_1_ECU
Battery OverheatingFault Code 12,2370,19,FRONT_IO_1_ECU
HVAC System FaultFault Code 28,2370,14,FRONT_IO_1_ECU
Motor Controller FaultFault Code 31,517200,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 2,517201,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 19,517202,31,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 27,517203,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 27,517204,31,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 26,517205,31,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 3,517206,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 2,517207,31,FRONT_IO_1_ECU
HVAC System FaultFault Code 26,517208,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 18,517209,31,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 7,517210,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 14,517211,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 11,517212,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 3,517213,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 2,517214,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 7,517215,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 27,517216,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 24,517217,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 28,517218,31,FRONT_IO_1_ECU
Traction Control System FailureFault Code 8,517219,31,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 30,517220,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 14,517221,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 12,517222,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 26,517223,31,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 18,517224,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 10,517225,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 2,517226,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 11,517227,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 23,517228,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 5,517229,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 27,517230,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 14,517231,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 20,517232,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 1,517233,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 6,517234,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 9,517235,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 12,517236,31,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 11,517237,31,FRONT_IO_1_ECU
Battery Cooling System ErrorFault Code 20,517238,31,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 8,517239,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 19,517240,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 29,517241,31,FRONT_IO_1_ECU
Traction Control System FailureFault Code 3,517242,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 14,517243,31,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 28,517244,31,FRONT_IO_1_ECU
HVAC System FaultFault Code 31,517245,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 10,517246,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 1,517247,31,FRONT_IO_1_ECU
HVAC System FaultFault Code 31,517248,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 6,517249,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 3,517250,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 21,517251,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 8,517252,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 29,517253,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 26,517254,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 31,517255,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 16,517256,31,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 30,517257,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 19,517258,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 14,517259,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 17,517260,31,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 11,517261,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 21,517262,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 10,517263,31,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 21,517264,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 15,517265,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 21,517266,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 1,517267,31,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 21,517268,31,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 11,517269,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 30,517270,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 8,517271,31,FRONT_IO_1_ECU
Motor Controller FaultFault Code 21,517272,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 23,517273,31,FRONT_IO_1_ECU
Motor Controller FaultFault Code 20,517274,31,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 8,517275,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 11,517276,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 20,517277,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 13,517278,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 16,517279,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 14,517280,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 8,517281,31,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 14,517282,31,FRONT_IO_1_ECU
Charging Station MismatchFault Code 28,517283,31,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 4,517284,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 13,517285,31,FRONT_IO_1_ECU
HVAC System FaultFault Code 15,517286,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 30,517287,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 31,517288,31,FRONT_IO_1_ECU
HVAC System FaultFault Code 6,517289,31,FRONT_IO_1_ECU
Motor Controller FaultFault Code 18,517290,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 29,517291,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 5,517292,31,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 14,517293,31,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 1,517294,31,FRONT_IO_1_ECU
Motor Controller FaultFault Code 26,517295,31,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 12,517296,31,FRONT_IO_1_ECU
Motor Controller FaultFault Code 16,517297,31,FRONT_IO_1_ECU
Battery Cooling System ErrorFault Code 27,517298,31,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 24,517299,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 20,517300,31,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 4,517301,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 21,517302,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 3,517303,31,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 19,517304,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 1,517305,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 2,517306,31,FRONT_IO_1_ECU
Battery Cooling System ErrorFault Code 29,517307,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 14,517308,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 4,517309,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 5,517310,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 3,517311,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 15,517312,31,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 30,517313,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 10,517314,31,FRONT_IO_1_ECU
Motor Controller FaultFault Code 8,517315,31,FRONT_IO_1_ECU
Traction Control System FailureFault Code 26,517316,31,FRONT_IO_1_ECU
Traction Control System FailureFault Code 17,517317,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 29,517318,31,FRONT_IO_1_ECU
Powertrain Communication TimeoutFault Code 20,517319,31,FRONT_IO_1_ECU
Traction Control System FailureFault Code 7,517320,31,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 14,517321,31,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 16,517322,31,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 25,517323,31,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 20,517324,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 8,517325,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 13,517326,31,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 7,517327,31,FRONT_IO_1_ECU
Battery OverheatingFault Code 7,517328,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 11,517329,31,FRONT_IO_1_ECU
Traction Control System FailureFault Code 23,517330,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 22,517331,31,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 24,517332,31,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 10,517333,31,FRONT_IO_1_ECU
Inverter OverloadFault Code 20,517334,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 24,517335,31,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 5,517336,31,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 11,517337,31,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 2,517338,31,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 17,517339,31,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 7,2350,7,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 1,2348,7,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 11,2378,7,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 10,2380,7,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 15,2404,7,FRONT_IO_1_ECU
Drive Motor OverloadFault Code 10,2390,7,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,6,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,7,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,11,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,8,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,9,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,0,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,1,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,2,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,3,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,4,FRONT_IO_1_ECU
Inverter OverloadFault Code 18,520201,5,FRONT_IO_1_ECU
Traction Control System FailureFault Code 16,510000,7,FRONT_IO_1_ECU
Traction Control System FailureFault Code 12,1099,22,FRONT_IO_1_ECU
Brake Pressure Sensor ErrorFault Code 3,1100,22,FRONT_IO_1_ECU
Charge Port Communication ErrorFault Code 5,1101,22,FRONT_IO_1_ECU
Charging Station MismatchFault Code 2,1102,22,FRONT_IO_1_ECU
Motor Controller FaultFault Code 24,1099,23,FRONT_IO_1_ECU
High Voltage DisconnectFault Code 16,1100,23,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 30,1101,23,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 31,1102,23,FRONT_IO_1_ECU
Motor Controller FaultFault Code 16,1099,24,FRONT_IO_1_ECU
Traction Control System FailureFault Code 6,1100,24,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 10,1101,24,FRONT_IO_1_ECU
Battery Cooling System ErrorFault Code 3,1102,24,FRONT_IO_1_ECU
Battery OverheatingFault Code 15,1099,25,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 10,1100,25,FRONT_IO_1_ECU
Charging Station MismatchFault Code 28,1101,25,FRONT_IO_1_ECU
Charging Station MismatchFault Code 7,1102,25,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 27,400009,16,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 27,400009,0,FRONT_IO_1_ECU
HVAC System FaultFault Code 16,400010,16,FRONT_IO_1_ECU
HVAC System FaultFault Code 16,400010,0,FRONT_IO_1_ECU
Battery OverheatingFault Code 10,400005,0,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 30,400003,0,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,0,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,19,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 1,168,1,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 1,168,0,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 1,168,18,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 1,168,16,FRONT_IO_1_ECU
Traction Control System FailureFault Code 15,516100,1,FRONT_IO_1_ECU
Traction Control System FailureFault Code 15,516100,0,FRONT_IO_1_ECU
Inverter OverloadFault Code 15,519499,16,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 29,519455,2,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 29,519455,18,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 29,519455,12,FRONT_IO_1_ECU
Charging Station MismatchFault Code 24,519365,13,FRONT_IO_1_ECU
Charging Station MismatchFault Code 24,519365,2,FRONT_IO_1_ECU
Charging Station MismatchFault Code 24,519365,12,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 16,519364,11,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 16,519364,0,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 5,519477,18,FRONT_IO_1_ECU
Thermal Management System FailureFault Code 6,519476,0,FRONT_IO_1_ECU
Battery Cell ImbalanceFault Code 1,519478,0,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 18,519479,0,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 14,519480,0,FRONT_IO_1_ECU
HVAC System FaultFault Code 3,519481,0,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 18,519482,0,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 16,519483,0,FRONT_IO_1_ECU
Regenerative Braking ErrorFault Code 14,519484,0,FRONT_IO_1_ECU
Battery State of Charge ErrorFault Code 14,519494,0,FRONT_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 30,519495,0,FRONT_IO_1_ECU
Isolation Fault DetectedFault Code 5,400000,16,FRONT_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 6,400001,16,FRONT_IO_1_ECU
DC-DC Converter MalfunctionFault Code 30,519320,1,FRONT_IO_2_ECU
DC-DC Converter MalfunctionFault Code 30,519320,0,FRONT_IO_2_ECU
Regenerative Braking ErrorFault Code 28,519326,1,FRONT_IO_2_ECU
Regenerative Braking ErrorFault Code 28,519326,0,FRONT_IO_2_ECU
Battery State of Charge ErrorFault Code 8,519325,1,FRONT_IO_2_ECU
Battery State of Charge ErrorFault Code 8,519325,0,FRONT_IO_2_ECU
Powertrain Communication TimeoutFault Code 13,519323,1,FRONT_IO_2_ECU
Powertrain Communication TimeoutFault Code 13,519323,0,FRONT_IO_2_ECU
Charging Station MismatchFault Code 17,519400,16,FRONT_IO_2_ECU
High Voltage DisconnectFault Code 30,519338,16,FRONT_IO_2_ECU
Traction Control System FailureFault Code 29,519319,16,FRONT_IO_2_ECU
Charge Port Communication ErrorFault Code 8,519028,6,FRONT_IO_2_ECU
Thermal Management System FailureFault Code 13,519029,6,FRONT_IO_2_ECU
Isolation Fault DetectedFault Code 28,519030,6,FRONT_IO_2_ECU
Thermal Management System FailureFault Code 12,519031,6,FRONT_IO_2_ECU
Charge Port Communication ErrorFault Code 28,519032,6,FRONT_IO_2_ECU
Traction Control System FailureFault Code 24,519033,6,FRONT_IO_2_ECU
Regenerative Braking ErrorFault Code 31,519034,6,FRONT_IO_2_ECU
Charge Port Communication ErrorFault Code 12,519035,6,FRONT_IO_2_ECU
Regenerative Braking ErrorFault Code 4,519036,6,FRONT_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 17,519037,6,FRONT_IO_2_ECU
Inverter OverloadFault Code 1,519038,6,FRONT_IO_2_ECU
Drive Motor OverloadFault Code 28,519039,6,FRONT_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 31,519040,6,FRONT_IO_2_ECU
High Voltage DisconnectFault Code 23,519041,6,FRONT_IO_2_ECU
Battery State of Charge ErrorFault Code 24,519042,6,FRONT_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 2,519043,6,FRONT_IO_2_ECU
Charge Port Communication ErrorFault Code 22,519060,3,FRONT_IO_2_ECU
Battery OverheatingFault Code 24,519061,3,FRONT_IO_2_ECU
Thermal Management System FailureFault Code 25,519062,3,FRONT_IO_2_ECU
Traction Control System FailureFault Code 29,519063,3,FRONT_IO_2_ECU
HVAC System FaultFault Code 25,519064,3,FRONT_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,3,FRONT_IO_2_ECU
HVAC System FaultFault Code 24,519066,3,FRONT_IO_2_ECU
Powertrain Communication TimeoutFault Code 22,519067,3,FRONT_IO_2_ECU
Charge Port Communication ErrorFault Code 22,519060,4,FRONT_IO_2_ECU
Battery OverheatingFault Code 24,519061,4,FRONT_IO_2_ECU
Thermal Management System FailureFault Code 25,519062,4,FRONT_IO_2_ECU
Traction Control System FailureFault Code 29,519063,4,FRONT_IO_2_ECU
HVAC System FaultFault Code 25,519064,4,FRONT_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,4,FRONT_IO_2_ECU
HVAC System FaultFault Code 24,519066,4,FRONT_IO_2_ECU
Powertrain Communication TimeoutFault Code 22,519067,4,FRONT_IO_2_ECU
Battery Cooling System ErrorFault Code 11,516996,16,FRONT_IO_2_ECU
Inverter OverloadFault Code 26,516997,16,FRONT_IO_2_ECU
Isolation Fault DetectedFault Code 9,516998,16,FRONT_IO_2_ECU
DC-DC Converter MalfunctionFault Code 19,516999,16,FRONT_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 19,519000,16,FRONT_IO_2_ECU
Battery Cell ImbalanceFault Code 9,519001,16,FRONT_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 7,519002,16,FRONT_IO_2_ECU
Battery Cooling System ErrorFault Code 17,519003,16,FRONT_IO_2_ECU
Battery OverheatingFault Code 13,519004,16,FRONT_IO_2_ECU
Regenerative Braking ErrorFault Code 21,519005,16,FRONT_IO_2_ECU
HVAC System FaultFault Code 13,519006,16,FRONT_IO_2_ECU
Inverter OverloadFault Code 6,519007,16,FRONT_IO_2_ECU
High Voltage DisconnectFault Code 7,519008,16,FRONT_IO_2_ECU
Inverter OverloadFault Code 12,519009,16,FRONT_IO_2_ECU
Inverter OverloadFault Code 6,519010,16,FRONT_IO_2_ECU
Battery OverheatingFault Code 16,519011,16,FRONT_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 22,519012,16,FRONT_IO_2_ECU
Isolation Fault DetectedFault Code 26,519013,16,FRONT_IO_2_ECU
Charging Station MismatchFault Code 28,519014,16,FRONT_IO_2_ECU
High Voltage DisconnectFault Code 12,519015,16,FRONT_IO_2_ECU
Charging Station MismatchFault Code 7,519016,16,FRONT_IO_2_ECU
Inverter OverloadFault Code 12,519017,16,FRONT_IO_2_ECU
Charging Station MismatchFault Code 18,519018,16,FRONT_IO_2_ECU
Charging Station MismatchFault Code 1,519019,16,FRONT_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 14,519493,0,FRONT_IO_2_ECU
Battery Cell ImbalanceFault Code 1,519300,0,FRONT_IO_2_ECU
Motor Controller FaultFault Code 18,519301,16,FRONT_IO_2_ECU
Motor Controller FaultFault Code 10,519347,16,FRONT_IO_2_ECU
High Voltage DisconnectFault Code 16,519348,16,FRONT_IO_2_ECU
Battery OverheatingFault Code 12,519349,16,FRONT_IO_2_ECU
Motor Controller FaultFault Code 21,519350,16,FRONT_IO_2_ECU
Drive Motor OverloadFault Code 9,519303,16,FRONT_IO_2_ECU
Powertrain Communication TimeoutFault Code 17,519305,16,FRONT_IO_2_ECU
Traction Control System FailureFault Code 3,519307,16,FRONT_IO_2_ECU
Regenerative Braking ErrorFault Code 7,519309,16,FRONT_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 24,519304,16,FRONT_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 16,519306,16,FRONT_IO_2_ECU
Traction Control System FailureFault Code 10,519308,16,FRONT_IO_2_ECU
Charge Port Communication ErrorFault Code 22,519310,16,FRONT_IO_2_ECU
Battery Cell ImbalanceFault Code 13,519327,0,FRONT_IO_2_ECU
Charging Station MismatchFault Code 23,519328,0,FRONT_IO_2_ECU
Battery Cell ImbalanceFault Code 22,519329,0,FRONT_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,0,FRONT_IO_2_ECU
Battery Cell ImbalanceFault Code 13,519327,16,FRONT_IO_2_ECU
Charging Station MismatchFault Code 23,519328,16,FRONT_IO_2_ECU
Battery Cell ImbalanceFault Code 22,519329,16,FRONT_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,16,FRONT_IO_2_ECU
Inverter OverloadFault Code 3,519485,0,FRONT_IO_2_ECU
Battery OverheatingFault Code 18,519486,0,FRONT_IO_2_ECU
Inverter OverloadFault Code 3,519485,16,FRONT_IO_2_ECU
Battery OverheatingFault Code 18,519486,16,FRONT_IO_2_ECU
DC-DC Converter MalfunctionFault Code 12,519355,31,FRONT_IO_2_ECU
